,Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
555,no_checking_account,12,existing_dues_cleared_for_now,furniture/equipment,1123,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,29,none,rent,1,unskilled-resident,1,no,no,bad
556,less_than0,48,critical_account,car_(used),6331,less_than100,greater_than7,4,male-single,none,4,unknown/no_property,46,none,for_free,2,skilled_employee/official,1,yes,no,bad
557,greater_than200,24,existing_dues_cleared_for_now,radio/television,1377,100equalsless_than_and_less_than500,greater_than7,4,female-divorced/separated/married,none,2,unknown/no_property,47,none,for_free,1,skilled_employee/official,1,yes,no,good
558,0equalsless_than_and_less_than200,30,delay_in_paying_off,business,2503,100equalsless_than_and_less_than500,greater_than7,4,male-single,none,2,building_society/savings_agreement/life_insurance,41,stores,own,2,skilled_employee/official,1,no,no,good
559,0equalsless_than_and_less_than200,27,existing_dues_cleared_for_now,business,2528,less_than100,less_than1,4,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,32,none,own,1,skilled_employee/official,2,yes,no,good
560,no_checking_account,15,existing_dues_cleared_for_now,car_(new),5324,500equalsless_than_and_less_than1000,greater_than7,1,female-divorced/separated/married,none,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,no,no,good
561,0equalsless_than_and_less_than200,12,none_taken/all_dues_cleared,furniture/equipment,2969,less_than100,less_than1,4,female-divorced/separated/married,none,3,building_society/savings_agreement/life_insurance,25,none,rent,2,skilled_employee/official,1,no,no,bad
562,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,radio/television,1206,less_than100,greater_than7,4,female-divorced/separated/married,none,4,real_estate,25,none,own,1,skilled_employee/official,1,no,no,good
563,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,radio/television,2118,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,real_estate,37,none,own,1,unskilled-resident,2,no,no,good
564,no_checking_account,18,critical_account,radio/television,629,500equalsless_than_and_less_than1000,greater_than7,4,male-single,none,3,building_society/savings_agreement/life_insurance,32,bank,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
565,less_than0,6,all_dues_atbank_cleared,education,1198,less_than100,greater_than7,4,female-divorced/separated/married,none,4,unknown/no_property,35,none,for_free,1,skilled_employee/official,1,no,no,bad
566,no_checking_account,21,existing_dues_cleared_for_now,car_(used),2476,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,real_estate,46,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
567,0equalsless_than_and_less_than200,60,existing_dues_cleared_for_now,car_(new),14027,less_than100,4equalsless_than_and_less_than7,4,male-single,none,2,unknown/no_property,27,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
568,no_checking_account,30,critical_account,car_(used),7596,unknown_or_no_savings_account,greater_than7,1,male-single,none,4,car_or_other,63,none,own,2,skilled_employee/official,1,no,no,good
569,no_checking_account,18,existing_dues_cleared_for_now,radio/television,1505,less_than100,1equalsless_than_and_less_than4,4,male-single,none,2,unknown/no_property,32,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
570,greater_than200,24,critical_account,radio/television,3148,unknown_or_no_savings_account,1equalsless_than_and_less_than4,3,male-single,none,2,car_or_other,31,none,own,2,skilled_employee/official,1,yes,no,good
571,0equalsless_than_and_less_than200,20,none_taken/all_dues_cleared,car_(used),6148,100equalsless_than_and_less_than500,greater_than7,3,male-married/widowed,none,4,car_or_other,31,bank,own,2,skilled_employee/official,1,yes,no,good
572,greater_than200,9,none_taken/all_dues_cleared,radio/television,1337,less_than100,less_than1,4,male-single,none,2,car_or_other,34,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
573,0equalsless_than_and_less_than200,6,all_dues_atbank_cleared,education,433,greater_than1000,less_than1,4,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,24,bank,rent,1,skilled_employee/official,2,no,no,bad
574,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,radio/television,790,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,3,real_estate,66,none,own,1,unskilled-resident,1,no,no,good
575,no_checking_account,27,existing_dues_cleared_for_now,car_(new),2570,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,3,real_estate,21,none,rent,1,skilled_employee/official,1,no,no,bad
576,no_checking_account,6,critical_account,car_(new),250,greater_than1000,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,2,real_estate,41,bank,own,2,unskilled-resident,1,no,no,good
577,less_than0,18,existing_dues_cleared_for_now,radio/television,1882,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,25,bank,rent,2,skilled_employee/official,1,no,no,bad
578,0equalsless_than_and_less_than200,48,all_dues_atbank_cleared,business,6416,less_than100,greater_than7,4,female-divorced/separated/married,none,3,unknown/no_property,59,none,rent,1,skilled_employee/official,1,no,no,bad
579,greater_than200,24,critical_account,business,1275,greater_than1000,1equalsless_than_and_less_than4,2,male-divorced/separated,none,4,real_estate,36,none,own,2,skilled_employee/official,1,yes,no,good
580,0equalsless_than_and_less_than200,24,delay_in_paying_off,radio/television,6403,less_than100,less_than1,1,male-single,none,2,car_or_other,33,none,own,1,skilled_employee/official,1,no,no,good
581,less_than0,24,existing_dues_cleared_for_now,radio/television,1987,less_than100,1equalsless_than_and_less_than4,2,male-single,none,4,real_estate,21,none,rent,1,unskilled-resident,2,no,no,bad
582,0equalsless_than_and_less_than200,8,existing_dues_cleared_for_now,radio/television,760,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,guarantor,2,real_estate,44,none,own,1,unskilled-resident,1,no,no,good
583,no_checking_account,24,existing_dues_cleared_for_now,car_(used),2603,greater_than1000,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,4,car_or_other,28,none,rent,1,skilled_employee/official,1,yes,no,good
584,no_checking_account,4,critical_account,car_(new),3380,less_than100,4equalsless_than_and_less_than7,1,female-divorced/separated/married,none,1,real_estate,37,none,own,1,skilled_employee/official,2,no,no,good
585,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,car_(used),11560,less_than100,1equalsless_than_and_less_than4,1,female-divorced/separated/married,none,4,car_or_other,23,none,rent,2,management/self-employed/highly_qualified/officer,1,no,no,bad
586,less_than0,18,existing_dues_cleared_for_now,car_(new),4380,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,3,male-single,none,4,car_or_other,35,none,own,1,unskilled-resident,2,yes,no,good
587,no_checking_account,6,critical_account,car_(new),6761,less_than100,4equalsless_than_and_less_than7,1,male-single,none,3,unknown/no_property,45,none,own,2,management/self-employed/highly_qualified/officer,2,yes,no,good
588,0equalsless_than_and_less_than200,30,none_taken/all_dues_cleared,business,4280,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,car_or_other,26,none,rent,2,unskilled-resident,1,no,no,bad
589,less_than0,24,all_dues_atbank_cleared,car_(new),2325,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,2,male-single,none,3,car_or_other,32,bank,own,1,skilled_employee/official,1,no,no,good
590,0equalsless_than_and_less_than200,10,all_dues_atbank_cleared,radio/television,1048,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,real_estate,23,stores,own,1,unskilled-resident,1,no,no,good
591,no_checking_account,21,existing_dues_cleared_for_now,radio/television,3160,unknown_or_no_savings_account,greater_than7,4,male-single,none,3,building_society/savings_agreement/life_insurance,41,none,own,1,skilled_employee/official,1,yes,no,good
592,less_than0,24,all_dues_atbank_cleared,furniture/equipment,2483,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,4,real_estate,22,stores,own,1,skilled_employee/official,1,yes,no,good
593,less_than0,13,critical_account,business,1797,less_than100,less_than1,3,male-single,none,1,building_society/savings_agreement/life_insurance,28,bank,own,2,unskilled-resident,1,no,no,good
594,less_than0,15,existing_dues_cleared_for_now,car_(new),2511,less_than100,unemployed,1,female-divorced/separated/married,none,4,car_or_other,23,none,rent,1,skilled_employee/official,1,no,no,good
595,less_than0,12,existing_dues_cleared_for_now,car_(new),1274,less_than100,less_than1,3,female-divorced/separated/married,none,1,real_estate,37,none,own,1,unskilled-resident,1,no,no,bad
596,no_checking_account,21,existing_dues_cleared_for_now,car_(used),5248,unknown_or_no_savings_account,1equalsless_than_and_less_than4,1,male-single,none,3,car_or_other,26,none,own,1,skilled_employee/official,1,no,no,good
597,no_checking_account,15,existing_dues_cleared_for_now,car_(used),3029,less_than100,4equalsless_than_and_less_than7,2,male-single,none,2,car_or_other,33,none,own,1,skilled_employee/official,1,no,no,good
598,less_than0,6,existing_dues_cleared_for_now,furniture/equipment,428,less_than100,greater_than7,2,female-divorced/separated/married,none,1,building_society/savings_agreement/life_insurance,49,bank,own,1,skilled_employee/official,1,yes,no,good
599,less_than0,18,existing_dues_cleared_for_now,car_(new),976,less_than100,less_than1,1,female-divorced/separated/married,none,2,car_or_other,23,none,own,1,unskilled-resident,1,no,no,bad
600,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,business,841,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,2,female-divorced/separated/married,none,4,real_estate,23,none,rent,1,unskilled-resident,1,no,no,good
601,no_checking_account,30,critical_account,radio/television,5771,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,2,car_or_other,25,none,own,2,skilled_employee/official,1,no,no,good
602,less_than0,24,existing_dues_cleared_for_now,car_(new),1285,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,4,unknown/no_property,32,none,rent,1,skilled_employee/official,1,no,no,bad
603,greater_than200,6,critical_account,car_(new),1299,less_than100,1equalsless_than_and_less_than4,1,male-single,none,1,real_estate,74,none,own,3,unemployed/unskilled-non_resident,2,no,yes,good
604,greater_than200,15,critical_account,radio/television,1271,unknown_or_no_savings_account,1equalsless_than_and_less_than4,3,male-single,none,4,unknown/no_property,39,none,for_free,2,skilled_employee/official,1,yes,no,bad
605,no_checking_account,24,existing_dues_cleared_for_now,car_(new),1393,less_than100,1equalsless_than_and_less_than4,2,male-single,guarantor,2,real_estate,31,none,own,1,skilled_employee/official,1,yes,no,good
606,less_than0,12,critical_account,car_(new),691,less_than100,greater_than7,4,male-single,none,3,building_society/savings_agreement/life_insurance,35,none,own,2,skilled_employee/official,1,no,no,bad
607,no_checking_account,15,critical_account,car_(new),5045,unknown_or_no_savings_account,greater_than7,1,female-divorced/separated/married,none,4,car_or_other,59,none,own,1,skilled_employee/official,1,yes,no,good
608,less_than0,18,critical_account,furniture/equipment,2124,less_than100,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,real_estate,24,none,rent,2,skilled_employee/official,1,no,no,bad
609,less_than0,12,existing_dues_cleared_for_now,radio/television,2214,less_than100,1equalsless_than_and_less_than4,4,male-single,none,3,building_society/savings_agreement/life_insurance,24,none,own,1,unskilled-resident,1,no,no,good
610,no_checking_account,21,critical_account,car_(new),12680,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,unknown/no_property,30,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
611,no_checking_account,24,critical_account,car_(new),2463,100equalsless_than_and_less_than500,4equalsless_than_and_less_than7,4,male-married/widowed,none,3,building_society/savings_agreement/life_insurance,27,none,own,2,skilled_employee/official,1,yes,no,good
612,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,radio/television,1155,less_than100,greater_than7,3,male-married/widowed,guarantor,3,real_estate,40,bank,own,2,unskilled-resident,1,no,no,good
613,no_checking_account,10,existing_dues_cleared_for_now,car_(used),2901,unknown_or_no_savings_account,less_than1,1,female-divorced/separated/married,none,4,real_estate,31,none,rent,1,skilled_employee/official,1,no,no,good
614,no_checking_account,12,critical_account,radio/television,1655,less_than100,greater_than7,2,male-single,none,4,real_estate,63,none,own,2,unskilled-resident,1,yes,no,good
615,less_than0,24,existing_dues_cleared_for_now,car_(used),2812,unknown_or_no_savings_account,greater_than7,2,female-divorced/separated/married,none,4,real_estate,26,none,rent,1,skilled_employee/official,1,no,no,good
616,less_than0,36,critical_account,education,8065,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,2,unknown/no_property,25,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
617,no_checking_account,21,critical_account,car_(used),3275,less_than100,greater_than7,1,male-single,none,4,car_or_other,36,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
618,no_checking_account,24,critical_account,radio/television,2223,100equalsless_than_and_less_than500,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,52,bank,own,2,skilled_employee/official,1,no,no,good
619,greater_than200,12,critical_account,car_(new),1480,500equalsless_than_and_less_than1000,unemployed,2,male-single,none,4,unknown/no_property,66,bank,for_free,3,unemployed/unskilled-non_resident,1,no,no,good
620,less_than0,24,existing_dues_cleared_for_now,car_(new),1371,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,4,real_estate,25,none,rent,1,skilled_employee/official,1,no,no,bad
621,no_checking_account,36,critical_account,car_(new),3535,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,car_or_other,37,none,own,2,skilled_employee/official,1,yes,no,good
622,less_than0,18,existing_dues_cleared_for_now,radio/television,3509,less_than100,4equalsless_than_and_less_than7,4,female-divorced/separated/married,guarantor,1,real_estate,25,none,own,1,skilled_employee/official,1,no,no,good
623,no_checking_account,36,critical_account,car_(used),5711,greater_than1000,greater_than7,4,male-single,none,2,car_or_other,38,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
624,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,repairs,3872,less_than100,unemployed,2,female-divorced/separated/married,none,4,car_or_other,67,none,own,1,skilled_employee/official,1,yes,no,good
625,no_checking_account,24,critical_account,car_(new),1940,greater_than1000,greater_than7,4,male-single,none,4,real_estate,60,none,own,1,skilled_employee/official,1,yes,no,good
626,0equalsless_than_and_less_than200,12,none_taken/all_dues_cleared,retraining,1410,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,real_estate,31,none,own,1,unskilled-resident,1,yes,no,good
627,0equalsless_than_and_less_than200,20,existing_dues_cleared_for_now,car_(used),6468,unknown_or_no_savings_account,unemployed,1,male-divorced/separated,none,4,real_estate,60,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
628,0equalsless_than_and_less_than200,18,existing_dues_cleared_for_now,business,1941,greater_than1000,1equalsless_than_and_less_than4,4,male-single,none,2,building_society/savings_agreement/life_insurance,35,none,own,1,unskilled-resident,1,yes,no,good
629,no_checking_account,22,existing_dues_cleared_for_now,radio/television,2675,500equalsless_than_and_less_than1000,greater_than7,3,male-single,none,4,car_or_other,40,none,own,1,skilled_employee/official,1,no,no,good
630,no_checking_account,48,critical_account,car_(used),2751,unknown_or_no_savings_account,greater_than7,4,male-single,none,3,car_or_other,38,none,own,2,skilled_employee/official,2,yes,no,good
631,0equalsless_than_and_less_than200,48,delay_in_paying_off,education,6224,less_than100,greater_than7,4,male-single,none,4,unknown/no_property,50,none,for_free,1,skilled_employee/official,1,no,no,bad
632,less_than0,40,critical_account,education,5998,less_than100,1equalsless_than_and_less_than4,4,male-single,none,3,unknown/no_property,27,bank,own,1,skilled_employee/official,1,yes,no,bad
633,0equalsless_than_and_less_than200,21,existing_dues_cleared_for_now,business,1188,less_than100,greater_than7,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,39,none,own,1,skilled_employee/official,2,no,no,bad
634,no_checking_account,24,existing_dues_cleared_for_now,car_(used),6313,unknown_or_no_savings_account,greater_than7,3,male-single,none,4,car_or_other,41,none,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
635,no_checking_account,6,critical_account,furniture/equipment,1221,unknown_or_no_savings_account,1equalsless_than_and_less_than4,1,male-married/widowed,none,2,building_society/savings_agreement/life_insurance,27,none,own,2,skilled_employee/official,1,no,no,good
636,greater_than200,24,existing_dues_cleared_for_now,furniture/equipment,2892,less_than100,greater_than7,3,male-divorced/separated,none,4,unknown/no_property,51,none,for_free,1,skilled_employee/official,1,no,no,good
637,no_checking_account,24,existing_dues_cleared_for_now,furniture/equipment,3062,500equalsless_than_and_less_than1000,greater_than7,4,male-single,none,3,unknown/no_property,32,none,rent,1,skilled_employee/official,1,yes,no,good
638,no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,2301,100equalsless_than_and_less_than500,less_than1,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,22,none,rent,1,skilled_employee/official,1,no,no,good
639,less_than0,18,existing_dues_cleared_for_now,car_(used),7511,unknown_or_no_savings_account,greater_than7,1,male-single,none,4,building_society/savings_agreement/life_insurance,51,none,for_free,1,skilled_employee/official,2,yes,no,bad
640,no_checking_account,12,critical_account,furniture/equipment,1258,less_than100,less_than1,2,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,22,none,rent,2,unskilled-resident,1,no,no,good
641,no_checking_account,24,delay_in_paying_off,car_(new),717,unknown_or_no_savings_account,greater_than7,4,male-married/widowed,none,4,car_or_other,54,none,own,2,skilled_employee/official,1,yes,no,good
642,0equalsless_than_and_less_than200,9,existing_dues_cleared_for_now,car_(new),1549,unknown_or_no_savings_account,less_than1,4,male-single,none,2,real_estate,35,none,own,1,unemployed/unskilled-non_resident,1,no,no,good
643,no_checking_account,24,critical_account,education,1597,less_than100,greater_than7,4,male-single,none,4,unknown/no_property,54,none,for_free,2,skilled_employee/official,2,no,no,good
644,less_than0,20,critical_account,furniture/equipment,4272,less_than100,greater_than7,1,female-divorced/separated/married,none,4,building_society/savings_agreement/life_insurance,24,none,own,2,skilled_employee/official,1,no,no,good
645,no_checking_account,12,critical_account,radio/television,976,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,car_or_other,35,none,own,2,skilled_employee/official,1,no,no,good
646,0equalsless_than_and_less_than200,12,existing_dues_cleared_for_now,car_(new),7472,unknown_or_no_savings_account,unemployed,1,female-divorced/separated/married,none,2,real_estate,24,none,rent,1,unemployed/unskilled-non_resident,1,no,no,good
647,less_than0,36,existing_dues_cleared_for_now,car_(new),9271,less_than100,4equalsless_than_and_less_than7,2,male-single,none,1,car_or_other,24,none,own,1,skilled_employee/official,1,yes,no,bad
648,no_checking_account,12,critical_account,radio/television,930,unknown_or_no_savings_account,greater_than7,4,male-single,none,4,real_estate,65,none,own,4,skilled_employee/official,1,no,no,good
649,0equalsless_than_and_less_than200,42,all_dues_atbank_cleared,car_(used),9283,less_than100,unemployed,1,male-single,none,2,unknown/no_property,55,bank,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
650,0equalsless_than_and_less_than200,15,none_taken/all_dues_cleared,car_(new),1778,less_than100,less_than1,2,female-divorced/separated/married,none,1,real_estate,26,none,rent,2,unemployed/unskilled-non_resident,1,no,no,bad
651,0equalsless_than_and_less_than200,8,existing_dues_cleared_for_now,business,907,less_than100,less_than1,3,male-married/widowed,none,2,real_estate,26,none,own,1,skilled_employee/official,1,yes,no,good
652,0equalsless_than_and_less_than200,6,existing_dues_cleared_for_now,radio/television,484,less_than100,4equalsless_than_and_less_than7,3,male-married/widowed,guarantor,3,real_estate,28,bank,own,1,unskilled-resident,1,no,no,good
653,less_than0,36,critical_account,car_(used),9629,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,car_or_other,24,none,own,2,skilled_employee/official,1,yes,no,bad
654,less_than0,48,existing_dues_cleared_for_now,domestic_appliances,3051,less_than100,1equalsless_than_and_less_than4,3,male-single,none,4,car_or_other,54,none,own,1,skilled_employee/official,1,no,no,bad
655,less_than0,48,existing_dues_cleared_for_now,car_(new),3931,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,unknown/no_property,46,none,for_free,1,skilled_employee/official,2,no,no,bad
656,0equalsless_than_and_less_than200,36,delay_in_paying_off,car_(new),7432,less_than100,1equalsless_than_and_less_than4,2,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,54,none,rent,1,skilled_employee/official,1,no,no,good
657,no_checking_account,6,critical_account,radio/television,1554,less_than100,4equalsless_than_and_less_than7,1,female-divorced/separated/married,none,2,car_or_other,24,none,rent,2,skilled_employee/official,1,yes,no,good
658,less_than0,36,existing_dues_cleared_for_now,others,15857,less_than100,unemployed,2,male-divorced/separated,co-applicant,3,car_or_other,43,none,own,1,management/self-employed/highly_qualified/officer,1,no,no,good
659,less_than0,18,existing_dues_cleared_for_now,radio/television,1345,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,3,real_estate,26,bank,own,1,skilled_employee/official,1,no,no,bad
660,no_checking_account,12,existing_dues_cleared_for_now,car_(new),1101,less_than100,1equalsless_than_and_less_than4,3,male-married/widowed,none,2,real_estate,27,none,own,2,skilled_employee/official,1,yes,no,good
661,greater_than200,12,existing_dues_cleared_for_now,radio/television,3016,less_than100,1equalsless_than_and_less_than4,3,male-married/widowed,none,1,car_or_other,24,none,own,1,skilled_employee/official,1,no,no,good
662,less_than0,36,existing_dues_cleared_for_now,furniture/equipment,2712,less_than100,greater_than7,2,male-single,none,2,building_society/savings_agreement/life_insurance,41,bank,own,1,skilled_employee/official,2,no,no,bad
663,less_than0,8,critical_account,car_(new),731,less_than100,greater_than7,4,male-single,none,4,real_estate,47,none,own,2,unskilled-resident,1,no,no,good
664,no_checking_account,18,critical_account,furniture/equipment,3780,less_than100,less_than1,3,male-divorced/separated,none,2,car_or_other,35,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
665,less_than0,21,critical_account,car_(new),1602,less_than100,greater_than7,4,male-married/widowed,none,3,car_or_other,30,none,own,2,skilled_employee/official,1,yes,no,good
666,less_than0,18,critical_account,car_(new),3966,less_than100,greater_than7,1,female-divorced/separated/married,none,4,real_estate,33,bank,rent,3,skilled_employee/official,1,yes,no,bad
667,less_than0,36,existing_dues_cleared_for_now,car_(used),8335,unknown_or_no_savings_account,greater_than7,3,male-single,none,4,unknown/no_property,47,none,for_free,1,skilled_employee/official,1,no,no,bad
668,0equalsless_than_and_less_than200,48,delay_in_paying_off,business,6681,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,male-single,none,4,unknown/no_property,38,none,for_free,1,skilled_employee/official,2,yes,no,good
669,no_checking_account,24,delay_in_paying_off,business,2375,500equalsless_than_and_less_than1000,1equalsless_than_and_less_than4,4,male-single,none,2,car_or_other,44,none,own,2,skilled_employee/official,2,yes,no,good
670,less_than0,18,existing_dues_cleared_for_now,car_(new),1216,less_than100,less_than1,4,female-divorced/separated/married,none,3,car_or_other,23,none,rent,1,skilled_employee/official,1,yes,no,bad
671,0equalsless_than_and_less_than200,24,existing_dues_cleared_for_now,radio/television,5084,unknown_or_no_savings_account,greater_than7,2,female-divorced/separated/married,none,4,car_or_other,42,none,own,1,skilled_employee/official,1,yes,no,good
672,greater_than200,15,existing_dues_cleared_for_now,radio/television,2327,less_than100,less_than1,2,female-divorced/separated/married,none,3,real_estate,25,none,own,1,unskilled-resident,1,no,no,bad
673,less_than0,12,none_taken/all_dues_cleared,car_(new),1082,less_than100,1equalsless_than_and_less_than4,4,male-single,none,4,car_or_other,48,bank,own,2,skilled_employee/official,1,no,no,bad
674,no_checking_account,12,existing_dues_cleared_for_now,radio/television,886,unknown_or_no_savings_account,1equalsless_than_and_less_than4,4,female-divorced/separated/married,none,2,car_or_other,21,none,own,1,skilled_employee/official,1,no,no,good
675,less_than0,24,critical_account,car_(used),2957,less_than100,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,63,none,own,2,skilled_employee/official,1,yes,no,good
676,no_checking_account,24,critical_account,radio/television,2611,less_than100,greater_than7,4,male-married/widowed,co-applicant,3,real_estate,46,none,own,2,skilled_employee/official,1,no,no,good
677,less_than0,36,existing_dues_cleared_for_now,furniture/equipment,5179,less_than100,4equalsless_than_and_less_than7,4,male-single,none,2,building_society/savings_agreement/life_insurance,29,none,own,1,skilled_employee/official,1,no,no,bad
678,no_checking_account,18,existing_dues_cleared_for_now,repairs,1943,less_than100,less_than1,4,female-divorced/separated/married,none,4,real_estate,23,none,own,1,skilled_employee/official,1,no,no,bad
679,no_checking_account,24,all_dues_atbank_cleared,business,1559,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,car_or_other,50,bank,own,1,skilled_employee/official,1,yes,no,good
680,no_checking_account,18,existing_dues_cleared_for_now,furniture/equipment,3422,less_than100,greater_than7,4,male-single,none,4,building_society/savings_agreement/life_insurance,47,bank,own,3,skilled_employee/official,2,yes,no,good
681,0equalsless_than_and_less_than200,21,existing_dues_cleared_for_now,furniture/equipment,3976,unknown_or_no_savings_account,4equalsless_than_and_less_than7,2,male-single,none,3,car_or_other,35,none,own,1,skilled_employee/official,1,yes,no,good
682,no_checking_account,18,existing_dues_cleared_for_now,car_(new),6761,unknown_or_no_savings_account,1equalsless_than_and_less_than4,2,male-single,none,4,car_or_other,68,none,rent,2,skilled_employee/official,1,no,no,bad
683,less_than0,20,critical_account,car_(new),2235,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,guarantor,2,building_society/savings_agreement/life_insurance,33,bank,rent,2,skilled_employee/official,1,no,yes,bad
684,no_checking_account,24,critical_account,car_(used),4042,unknown_or_no_savings_account,4equalsless_than_and_less_than7,3,male-single,none,4,building_society/savings_agreement/life_insurance,43,none,own,2,skilled_employee/official,1,yes,no,good
685,less_than0,18,all_dues_atbank_cleared,car_(new),1442,less_than100,4equalsless_than_and_less_than7,4,male-single,none,4,unknown/no_property,32,none,for_free,2,unskilled-resident,2,no,no,bad
686,no_checking_account,24,existing_dues_cleared_for_now,car_(new),1474,100equalsless_than_and_less_than500,less_than1,4,male-married/widowed,none,3,real_estate,33,none,own,1,skilled_employee/official,1,yes,no,good
687,no_checking_account,10,existing_dues_cleared_for_now,retraining,894,unknown_or_no_savings_account,4equalsless_than_and_less_than7,4,female-divorced/separated/married,none,3,building_society/savings_agreement/life_insurance,40,none,own,1,skilled_employee/official,1,yes,no,good
688,no_checking_account,15,critical_account,furniture/equipment,3343,less_than100,1equalsless_than_and_less_than4,4,male-single,none,2,unknown/no_property,28,none,for_free,1,skilled_employee/official,1,yes,no,good
689,less_than0,15,existing_dues_cleared_for_now,car_(new),3959,less_than100,1equalsless_than_and_less_than4,3,female-divorced/separated/married,none,2,building_society/savings_agreement/life_insurance,29,none,own,1,skilled_employee/official,1,yes,no,bad
690,no_checking_account,9,existing_dues_cleared_for_now,car_(new),3577,100equalsless_than_and_less_than500,1equalsless_than_and_less_than4,1,male-single,guarantor,2,real_estate,26,none,rent,1,skilled_employee/official,2,no,yes,good
691,no_checking_account,24,critical_account,car_(used),5804,greater_than1000,1equalsless_than_and_less_than4,4,male-single,none,2,real_estate,27,none,own,2,skilled_employee/official,1,no,no,good
692,no_checking_account,18,delay_in_paying_off,business,2169,less_than100,1equalsless_than_and_less_than4,4,male-married/widowed,none,2,car_or_other,28,none,own,1,skilled_employee/official,1,yes,no,bad
693,no_checking_account,27,critical_account,furniture/equipment,4526,greater_than1000,less_than1,4,male-single,none,2,real_estate,32,stores,own,2,unskilled-resident,2,yes,no,good
694,no_checking_account,10,existing_dues_cleared_for_now,furniture/equipment,2210,less_than100,1equalsless_than_and_less_than4,2,male-single,none,2,real_estate,25,bank,rent,1,unskilled-resident,1,no,no,bad
