Checking_account_status,Duration_months,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate,Personal_status,Other_debtors,Present_residence_since,Property,Age_years,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker,Label
no_checking_account,24,existing_dues_cleared_for_now,furniture/equipment,3062,500=<_and_<1000,>7,4,male-single,none,3,unknown/no_property,32,none,rent,1,skilled_employee/official,1,yes,no,good
no_checking_account,9,existing_dues_cleared_for_now,furniture/equipment,2301,100=<_and_<500,<1,2,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,22,none,rent,1,skilled_employee/official,1,no,no,good
<0,18,existing_dues_cleared_for_now,car (used),7511,unknown_or_no_savings_account,>7,1,male-single,none,4,building society/savings agreement/life insurance,51,none,for_free,1,skilled_employee/official,2,yes,no,bad
no_checking_account,12,critical_account,furniture/equipment,1258,<100,<1,2,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,22,none,rent,2,unskilled-resident,1,no,no,good
no_checking_account,24,delay_in_paying_off,car (new),717,unknown_or_no_savings_account,>7,4,male-married/widowed,none,4,car or other,54,none,own,2,skilled_employee/official,1,yes,no,good
0=<_and_<200,9,existing_dues_cleared_for_now,car (new),1549,unknown_or_no_savings_account,<1,4,male-single,none,2,real_estate,35,none,own,1,unemployed/unskilled-non_resident,1,no,no,good
no_checking_account,24,critical_account,education,1597,<100,>7,4,male-single,none,4,unknown/no_property,54,none,for_free,2,skilled_employee/official,2,no,no,good
<0,20,critical_account,furniture/equipment,4272,<100,>7,1,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,24,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,12,critical_account,radio/television,976,unknown_or_no_savings_account,>7,4,male-single,none,4,car or other,35,none,own,2,skilled_employee/official,1,no,no,good
0=<_and_<200,12,existing_dues_cleared_for_now,car (new),7472,unknown_or_no_savings_account,unemployed,1,female-divorced/separated/married,none,2,real_estate,24,none,rent,1,unemployed/unskilled-non_resident,1,no,no,good
<0,36,existing_dues_cleared_for_now,car (new),9271,<100,4=<_and_<7,2,male-single,none,1,car or other,24,none,own,1,skilled_employee/official,1,yes,no,bad
no_checking_account,12,critical_account,radio/television,930,unknown_or_no_savings_account,>7,4,male-single,none,4,real_estate,65,none,own,4,skilled_employee/official,1,no,no,good
0=<_and_<200,42,all_dues_atbank_cleared,car (used),9283,<100,unemployed,1,male-single,none,2,unknown/no_property,55,bank,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,15,none_taken/all_dues_cleared,car (new),1778,<100,<1,2,female-divorced/separated/married,none,1,real_estate,26,none,rent,2,unemployed/unskilled-non_resident,1,no,no,bad
0=<_and_<200,8,existing_dues_cleared_for_now,business,907,<100,<1,3,male-married/widowed,none,2,real_estate,26,none,own,1,skilled_employee/official,1,yes,no,good
0=<_and_<200,6,existing_dues_cleared_for_now,radio/television,484,<100,4=<_and_<7,3,male-married/widowed,guarantor,3,real_estate,28,bank,own,1,unskilled-resident,1,no,no,good
<0,36,critical_account,car (used),9629,<100,4=<_and_<7,4,male-single,none,4,car or other,24,none,own,2,skilled_employee/official,1,yes,no,bad
<0,48,existing_dues_cleared_for_now,domestic appliances,3051,<100,1=<_and_<4,3,male-single,none,4,car or other,54,none,own,1,skilled_employee/official,1,no,no,bad
<0,48,existing_dues_cleared_for_now,car (new),3931,<100,4=<_and_<7,4,male-single,none,4,unknown/no_property,46,none,for_free,1,skilled_employee/official,2,no,no,bad
0=<_and_<200,36,delay_in_paying_off,car (new),7432,<100,1=<_and_<4,2,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,54,none,rent,1,skilled_employee/official,1,no,no,good
no_checking_account,6,critical_account,radio/television,1554,<100,4=<_and_<7,1,female-divorced/separated/married,none,2,car or other,24,none,rent,2,skilled_employee/official,1,yes,no,good
<0,36,existing_dues_cleared_for_now,others,15857,<100,unemployed,2,male-divorced/separated,co-applicant,3,car or other,43,none,own,1,management/self-employed/highly_qualified/officer,1,no,no,good
<0,18,existing_dues_cleared_for_now,radio/television,1345,<100,1=<_and_<4,4,male-married/widowed,none,3,real_estate,26,bank,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,12,existing_dues_cleared_for_now,car (new),1101,<100,1=<_and_<4,3,male-married/widowed,none,2,real_estate,27,none,own,2,skilled_employee/official,1,yes,no,good
>200,12,existing_dues_cleared_for_now,radio/television,3016,<100,1=<_and_<4,3,male-married/widowed,none,1,car or other,24,none,own,1,skilled_employee/official,1,no,no,good
<0,36,existing_dues_cleared_for_now,furniture/equipment,2712,<100,>7,2,male-single,none,2,building society/savings agreement/life insurance,41,bank,own,1,skilled_employee/official,2,no,no,bad
<0,8,critical_account,car (new),731,<100,>7,4,male-single,none,4,real_estate,47,none,own,2,unskilled-resident,1,no,no,good
no_checking_account,18,critical_account,furniture/equipment,3780,<100,<1,3,male-divorced/separated,none,2,car or other,35,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,21,critical_account,car (new),1602,<100,>7,4,male-married/widowed,none,3,car or other,30,none,own,2,skilled_employee/official,1,yes,no,good
<0,18,critical_account,car (new),3966,<100,>7,1,female-divorced/separated/married,none,4,real_estate,33,bank,rent,3,skilled_employee/official,1,yes,no,bad
<0,36,existing_dues_cleared_for_now,car (used),8335,unknown_or_no_savings_account,>7,3,male-single,none,4,unknown/no_property,47,none,for_free,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,48,delay_in_paying_off,business,6681,unknown_or_no_savings_account,1=<_and_<4,4,male-single,none,4,unknown/no_property,38,none,for_free,1,skilled_employee/official,2,yes,no,good
no_checking_account,24,delay_in_paying_off,business,2375,500=<_and_<1000,1=<_and_<4,4,male-single,none,2,car or other,44,none,own,2,skilled_employee/official,2,yes,no,good
<0,18,existing_dues_cleared_for_now,car (new),1216,<100,<1,4,female-divorced/separated/married,none,3,car or other,23,none,rent,1,skilled_employee/official,1,yes,no,bad
0=<_and_<200,24,existing_dues_cleared_for_now,radio/television,5084,unknown_or_no_savings_account,>7,2,female-divorced/separated/married,none,4,car or other,42,none,own,1,skilled_employee/official,1,yes,no,good
>200,15,existing_dues_cleared_for_now,radio/television,2327,<100,<1,2,female-divorced/separated/married,none,3,real_estate,25,none,own,1,unskilled-resident,1,no,no,bad
<0,12,none_taken/all_dues_cleared,car (new),1082,<100,1=<_and_<4,4,male-single,none,4,car or other,48,bank,own,2,skilled_employee/official,1,no,no,bad
no_checking_account,12,existing_dues_cleared_for_now,radio/television,886,unknown_or_no_savings_account,1=<_and_<4,4,female-divorced/separated/married,none,2,car or other,21,none,own,1,skilled_employee/official,1,no,no,good
<0,24,critical_account,car (used),2957,<100,>7,4,male-single,none,4,building society/savings agreement/life insurance,63,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,24,critical_account,radio/television,2611,<100,>7,4,male-married/widowed,co-applicant,3,real_estate,46,none,own,2,skilled_employee/official,1,no,no,good
<0,36,existing_dues_cleared_for_now,furniture/equipment,5179,<100,4=<_and_<7,4,male-single,none,2,building society/savings agreement/life insurance,29,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,18,existing_dues_cleared_for_now,repairs,1943,<100,<1,4,female-divorced/separated/married,none,4,real_estate,23,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,24,all_dues_atbank_cleared,business,1559,<100,4=<_and_<7,4,male-single,none,4,car or other,50,bank,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,18,existing_dues_cleared_for_now,furniture/equipment,3422,<100,>7,4,male-single,none,4,building society/savings agreement/life insurance,47,bank,own,3,skilled_employee/official,2,yes,no,good
0=<_and_<200,21,existing_dues_cleared_for_now,furniture/equipment,3976,unknown_or_no_savings_account,4=<_and_<7,2,male-single,none,3,car or other,35,none,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,18,existing_dues_cleared_for_now,car (new),6761,unknown_or_no_savings_account,1=<_and_<4,2,male-single,none,4,car or other,68,none,rent,2,skilled_employee/official,1,no,no,bad
<0,20,critical_account,car (new),2235,<100,1=<_and_<4,4,male-married/widowed,guarantor,2,building society/savings agreement/life insurance,33,bank,rent,2,skilled_employee/official,1,no,yes,bad
no_checking_account,24,critical_account,car (used),4042,unknown_or_no_savings_account,4=<_and_<7,3,male-single,none,4,building society/savings agreement/life insurance,43,none,own,2,skilled_employee/official,1,yes,no,good
<0,18,all_dues_atbank_cleared,car (new),1442,<100,4=<_and_<7,4,male-single,none,4,unknown/no_property,32,none,for_free,2,unskilled-resident,2,no,no,bad
no_checking_account,24,existing_dues_cleared_for_now,car (new),1474,100=<_and_<500,<1,4,male-married/widowed,none,3,real_estate,33,none,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,10,existing_dues_cleared_for_now,retraining,894,unknown_or_no_savings_account,4=<_and_<7,4,female-divorced/separated/married,none,3,building society/savings agreement/life insurance,40,none,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,15,critical_account,furniture/equipment,3343,<100,1=<_and_<4,4,male-single,none,2,unknown/no_property,28,none,for_free,1,skilled_employee/official,1,yes,no,good
<0,15,existing_dues_cleared_for_now,car (new),3959,<100,1=<_and_<4,3,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,29,none,own,1,skilled_employee/official,1,yes,no,bad
no_checking_account,9,existing_dues_cleared_for_now,car (new),3577,100=<_and_<500,1=<_and_<4,1,male-single,guarantor,2,real_estate,26,none,rent,1,skilled_employee/official,2,no,yes,good
no_checking_account,24,critical_account,car (used),5804,>1000,1=<_and_<4,4,male-single,none,2,real_estate,27,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,18,delay_in_paying_off,business,2169,<100,1=<_and_<4,4,male-married/widowed,none,2,car or other,28,none,own,1,skilled_employee/official,1,yes,no,bad
no_checking_account,27,critical_account,furniture/equipment,4526,>1000,<1,4,male-single,none,2,real_estate,32,stores,own,2,unskilled-resident,2,yes,no,good
no_checking_account,10,existing_dues_cleared_for_now,furniture/equipment,2210,<100,1=<_and_<4,2,male-single,none,2,real_estate,25,bank,rent,1,unskilled-resident,1,no,no,bad
no_checking_account,15,existing_dues_cleared_for_now,furniture/equipment,2221,500=<_and_<1000,1=<_and_<4,2,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled_employee/official,1,no,no,good
<0,18,existing_dues_cleared_for_now,radio/television,2389,<100,<1,4,female-divorced/separated/married,none,1,car or other,27,stores,own,1,skilled_employee/official,1,no,no,good
no_checking_account,12,critical_account,furniture/equipment,3331,<100,>7,2,male-single,none,4,building society/savings agreement/life insurance,42,stores,own,1,skilled_employee/official,1,no,no,good
no_checking_account,36,delay_in_paying_off,furniture/equipment,7678,500=<_and_<1000,4=<_and_<7,2,female-divorced/separated/married,none,4,car or other,40,none,own,2,skilled_employee/official,1,yes,no,good
<0,24,critical_account,business,1382,100=<_and_<500,4=<_and_<7,4,male-single,none,1,real_estate,26,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,15,existing_dues_cleared_for_now,domestic appliances,874,unknown_or_no_savings_account,<1,4,female-divorced/separated/married,none,1,real_estate,24,none,own,1,skilled_employee/official,1,no,no,good
<0,18,all_dues_atbank_cleared,radio/television,1940,<100,<1,3,male-single,co-applicant,4,unknown/no_property,36,bank,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,9,existing_dues_cleared_for_now,car (new),1422,<100,<1,3,male-single,none,2,unknown/no_property,27,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,30,critical_account,radio/television,6742,unknown_or_no_savings_account,4=<_and_<7,2,male-single,none,3,building society/savings agreement/life insurance,36,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,24,existing_dues_cleared_for_now,car (used),7814,<100,4=<_and_<7,3,male-single,none,3,car or other,38,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,24,existing_dues_cleared_for_now,car (used),9277,unknown_or_no_savings_account,1=<_and_<4,2,male-divorced/separated,none,4,unknown/no_property,48,none,for_free,1,skilled_employee/official,1,yes,no,good
0=<_and_<200,30,critical_account,car (new),2181,unknown_or_no_savings_account,>7,4,male-single,none,4,real_estate,36,none,own,2,skilled_employee/official,1,no,no,good
<0,12,existing_dues_cleared_for_now,education,795,<100,<1,4,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,53,none,own,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,24,critical_account,business,2825,unknown_or_no_savings_account,4=<_and_<7,4,male-single,none,3,unknown/no_property,34,none,own,2,skilled_employee/official,2,yes,no,good
0=<_and_<200,48,existing_dues_cleared_for_now,business,15672,<100,1=<_and_<4,2,male-single,none,2,car or other,23,none,own,1,skilled_employee/official,1,yes,no,bad
no_checking_account,36,critical_account,car (new),6614,<100,>7,4,male-single,none,4,car or other,34,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,28,all_dues_atbank_cleared,car (used),7824,unknown_or_no_savings_account,<1,3,male-single,guarantor,4,real_estate,40,bank,rent,2,skilled_employee/official,2,yes,no,good
<0,27,critical_account,business,2442,<100,>7,4,male-single,none,4,car or other,43,stores,own,4,management/self-employed/highly_qualified/officer,2,yes,no,good
no_checking_account,15,critical_account,radio/television,1829,<100,>7,4,male-single,none,4,car or other,46,none,own,2,skilled_employee/official,1,yes,no,good
<0,12,critical_account,car (new),2171,<100,1=<_and_<4,4,male-single,none,4,building society/savings agreement/life insurance,38,bank,own,2,unskilled-resident,1,no,yes,good
0=<_and_<200,36,critical_account,car (used),5800,<100,1=<_and_<4,3,male-single,none,4,car or other,34,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,18,critical_account,radio/television,1169,unknown_or_no_savings_account,1=<_and_<4,4,male-single,none,3,building society/savings agreement/life insurance,29,none,own,2,skilled_employee/official,1,yes,no,good
no_checking_account,36,delay_in_paying_off,car (used),8947,unknown_or_no_savings_account,4=<_and_<7,3,male-single,none,2,car or other,31,stores,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
<0,21,existing_dues_cleared_for_now,radio/television,2606,<100,<1,4,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,28,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,12,critical_account,furniture/equipment,1592,>1000,4=<_and_<7,3,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,35,none,own,1,skilled_employee/official,1,no,yes,good
no_checking_account,15,existing_dues_cleared_for_now,furniture/equipment,2186,unknown_or_no_savings_account,4=<_and_<7,1,female-divorced/separated/married,none,4,real_estate,33,bank,rent,1,unskilled-resident,1,no,no,good
<0,18,existing_dues_cleared_for_now,furniture/equipment,4153,<100,1=<_and_<4,2,male-single,co-applicant,3,car or other,42,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,36,critical_account,car (used),10477,unknown_or_no_savings_account,>7,2,male-single,none,4,unknown/no_property,42,none,for_free,2,skilled_employee/official,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,radio/television,1386,unknown_or_no_savings_account,1=<_and_<4,4,male-married/widowed,none,2,real_estate,40,none,rent,1,skilled_employee/official,1,yes,no,good
<0,12,existing_dues_cleared_for_now,radio/television,1107,<100,1=<_and_<4,2,male-single,none,2,real_estate,20,none,rent,1,management/self-employed/highly_qualified/officer,2,yes,no,good
<0,21,existing_dues_cleared_for_now,car (new),3763,unknown_or_no_savings_account,4=<_and_<7,2,male-single,co-applicant,2,real_estate,24,none,own,1,unskilled-resident,1,no,yes,good
no_checking_account,15,delay_in_paying_off,car (used),3594,<100,<1,1,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,46,none,own,2,unskilled-resident,1,no,no,good
no_checking_account,36,delay_in_paying_off,radio/television,4454,<100,1=<_and_<4,4,female-divorced/separated/married,none,4,real_estate,34,none,own,2,skilled_employee/official,1,no,no,good
0=<_and_<200,30,existing_dues_cleared_for_now,radio/television,2991,unknown_or_no_savings_account,>7,2,female-divorced/separated/married,none,4,car or other,25,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,11,existing_dues_cleared_for_now,business,2142,>1000,>7,1,male-divorced/separated,none,2,real_estate,28,none,own,1,skilled_employee/official,1,yes,no,good
<0,24,all_dues_atbank_cleared,business,3161,<100,1=<_and_<4,4,male-single,none,2,building society/savings agreement/life insurance,31,none,rent,1,skilled_employee/official,1,yes,no,bad
0=<_and_<200,48,none_taken/all_dues_cleared,others,18424,<100,1=<_and_<4,1,female-divorced/separated/married,none,2,building society/savings agreement/life insurance,32,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,yes,bad
no_checking_account,10,existing_dues_cleared_for_now,car (used),2848,100=<_and_<500,1=<_and_<4,1,male-single,co-applicant,2,real_estate,32,none,own,1,skilled_employee/official,2,no,no,good
<0,6,existing_dues_cleared_for_now,car (new),14896,<100,>7,1,male-single,none,4,unknown/no_property,68,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
<0,24,existing_dues_cleared_for_now,furniture/equipment,2359,100=<_and_<500,unemployed,1,male-divorced/separated,none,1,building society/savings agreement/life insurance,33,none,own,1,skilled_employee/official,1,no,no,bad
<0,24,existing_dues_cleared_for_now,furniture/equipment,3345,<100,>7,4,male-single,none,2,building society/savings agreement/life insurance,39,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
no_checking_account,48,delay_in_paying_off,radio/television,12749,500=<_and_<1000,4=<_and_<7,4,male-single,none,1,car or other,37,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,9,existing_dues_cleared_for_now,radio/television,1366,<100,<1,3,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,22,none,rent,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,12,existing_dues_cleared_for_now,car (new),2002,<100,4=<_and_<7,3,male-single,none,4,building society/savings agreement/life insurance,30,none,rent,1,skilled_employee/official,2,yes,no,good
<0,18,critical_account,furniture/equipment,1049,<100,<1,4,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,21,none,rent,1,skilled_employee/official,1,no,no,good
<0,48,existing_dues_cleared_for_now,car (used),10297,<100,4=<_and_<7,4,male-single,none,4,unknown/no_property,39,stores,for_free,3,skilled_employee/official,2,yes,no,bad
no_checking_account,30,existing_dues_cleared_for_now,radio/television,1867,unknown_or_no_savings_account,>7,4,male-single,none,4,car or other,58,none,own,1,skilled_employee/official,1,yes,no,good
<0,24,existing_dues_cleared_for_now,furniture/equipment,1747,<100,<1,4,male-single,co-applicant,1,building society/savings agreement/life insurance,24,none,own,1,unskilled-resident,1,no,yes,good
0=<_and_<200,9,existing_dues_cleared_for_now,radio/television,1670,<100,<1,4,female-divorced/separated/married,none,2,car or other,22,none,own,1,skilled_employee/official,1,yes,no,bad
no_checking_account,9,critical_account,car (new),1224,<100,1=<_and_<4,3,male-single,none,1,real_estate,30,none,own,2,skilled_employee/official,1,no,no,good
no_checking_account,12,critical_account,radio/television,522,500=<_and_<1000,>7,4,male-single,none,4,building society/savings agreement/life insurance,42,none,own,2,skilled_employee/official,2,yes,no,good
<0,12,existing_dues_cleared_for_now,radio/television,1498,<100,1=<_and_<4,4,female-divorced/separated/married,none,1,car or other,23,bank,own,1,skilled_employee/official,1,no,no,good
0=<_and_<200,30,delay_in_paying_off,radio/television,1919,100=<_and_<500,<1,4,male-single,none,3,unknown/no_property,30,stores,own,2,management/self-employed/highly_qualified/officer,1,no,no,bad
0=<_and_<200,6,existing_dues_cleared_for_now,radio/television,2063,<100,<1,4,male-married/widowed,none,3,car or other,30,none,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,60,existing_dues_cleared_for_now,education,6288,<100,1=<_and_<4,4,male-single,none,4,unknown/no_property,42,none,for_free,1,skilled_employee/official,1,no,no,bad
no_checking_account,24,critical_account,car (used),6842,unknown_or_no_savings_account,1=<_and_<4,2,male-single,none,4,building society/savings agreement/life insurance,46,none,own,2,management/self-employed/highly_qualified/officer,2,yes,no,good
no_checking_account,12,existing_dues_cleared_for_now,car (new),3527,unknown_or_no_savings_account,<1,2,male-single,none,3,building society/savings agreement/life insurance,45,none,own,1,management/self-employed/highly_qualified/officer,2,yes,no,good
no_checking_account,10,existing_dues_cleared_for_now,car (new),1546,<100,1=<_and_<4,3,male-single,none,2,real_estate,31,none,own,1,unskilled-resident,2,no,yes,good
no_checking_account,24,existing_dues_cleared_for_now,furniture/equipment,929,unknown_or_no_savings_account,4=<_and_<7,4,male-single,none,2,car or other,31,stores,own,1,skilled_employee/official,1,yes,no,good
no_checking_account,4,critical_account,car (new),1455,<100,4=<_and_<7,2,male-single,none,1,real_estate,42,none,own,3,unskilled-resident,2,no,no,good
<0,15,existing_dues_cleared_for_now,furniture/equipment,1845,<100,<1,4,female-divorced/separated/married,guarantor,1,building society/savings agreement/life insurance,46,none,rent,1,skilled_employee/official,1,no,no,good
0=<_and_<200,48,none_taken/all_dues_cleared,car (new),8358,500=<_and_<1000,<1,1,female-divorced/separated/married,none,1,car or other,30,none,own,2,skilled_employee/official,1,no,no,good
<0,24,all_dues_atbank_cleared,furniture/equipment,3349,500=<_and_<1000,<1,4,male-single,none,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,2,yes,no,bad
no_checking_account,12,existing_dues_cleared_for_now,car (new),2859,unknown_or_no_savings_account,unemployed,4,male-single,none,4,unknown/no_property,38,none,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,18,existing_dues_cleared_for_now,furniture/equipment,1533,<100,<1,4,male-married/widowed,co-applicant,1,building society/savings agreement/life insurance,43,none,own,1,unskilled-resident,2,no,no,bad
no_checking_account,24,existing_dues_cleared_for_now,radio/television,3621,100=<_and_<500,>7,2,male-single,none,4,car or other,31,none,own,2,skilled_employee/official,1,no,no,bad
0=<_and_<200,18,critical_account,business,3590,<100,unemployed,3,male-married/widowed,none,3,car or other,40,none,own,3,unemployed/unskilled-non_resident,2,yes,no,good
<0,36,delay_in_paying_off,business,2145,<100,4=<_and_<7,2,male-single,none,1,car or other,24,none,own,2,skilled_employee/official,1,yes,no,bad
0=<_and_<200,24,existing_dues_cleared_for_now,car (used),4113,500=<_and_<1000,<1,3,female-divorced/separated/married,none,4,car or other,28,none,rent,1,skilled_employee/official,1,no,no,bad
no_checking_account,36,existing_dues_cleared_for_now,furniture/equipment,10974,<100,unemployed,4,female-divorced/separated/married,none,2,car or other,26,none,own,2,management/self-employed/highly_qualified/officer,1,yes,no,bad
<0,12,existing_dues_cleared_for_now,car (new),1893,<100,1=<_and_<4,4,female-divorced/separated/married,guarantor,4,building society/savings agreement/life insurance,29,none,own,1,skilled_employee/official,1,yes,no,good
<0,24,critical_account,radio/television,1231,>1000,>7,4,female-divorced/separated/married,none,4,building society/savings agreement/life insurance,57,none,rent,2,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,9,critical_account,radio/television,1154,<100,>7,2,male-single,none,4,real_estate,37,none,own,3,unskilled-resident,1,no,no,good
<0,28,existing_dues_cleared_for_now,car (new),4006,<100,1=<_and_<4,3,male-single,none,2,car or other,45,none,own,1,unskilled-resident,1,no,no,bad
0=<_and_<200,24,existing_dues_cleared_for_now,furniture/equipment,3069,100=<_and_<500,>7,4,male-single,none,4,unknown/no_property,30,none,for_free,1,skilled_employee/official,1,no,no,good
no_checking_account,6,critical_account,radio/television,1740,<100,>7,2,male-married/widowed,none,2,real_estate,30,none,rent,2,skilled_employee/official,1,no,no,good
no_checking_account,15,existing_dues_cleared_for_now,car (new),3556,unknown_or_no_savings_account,1=<_and_<4,3,male-single,none,2,unknown/no_property,29,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,24,existing_dues_cleared_for_now,radio/television,2397,500=<_and_<1000,>7,3,male-single,none,2,car or other,35,bank,own,2,skilled_employee/official,1,yes,no,bad
0=<_and_<200,6,existing_dues_cleared_for_now,repairs,454,<100,<1,3,male-married/widowed,none,1,building society/savings agreement/life insurance,22,none,own,1,unskilled-resident,1,no,no,good
0=<_and_<200,30,existing_dues_cleared_for_now,radio/television,1715,unknown_or_no_savings_account,1=<_and_<4,4,female-divorced/separated/married,none,1,car or other,26,none,own,1,skilled_employee/official,1,no,no,good
0=<_and_<200,27,critical_account,radio/television,2520,500=<_and_<1000,1=<_and_<4,4,male-single,none,2,building society/savings agreement/life insurance,23,none,own,2,unskilled-resident,1,no,no,bad
no_checking_account,15,existing_dues_cleared_for_now,radio/television,3568,<100,>7,4,female-divorced/separated/married,none,2,car or other,54,bank,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,good
no_checking_account,42,existing_dues_cleared_for_now,radio/television,7166,unknown_or_no_savings_account,4=<_and_<7,2,male-married/widowed,none,4,building society/savings agreement/life insurance,29,none,rent,1,skilled_employee/official,1,yes,no,good
<0,11,critical_account,car (new),3939,<100,1=<_and_<4,1,male-single,none,2,real_estate,40,none,own,2,unskilled-resident,2,no,no,good
0=<_and_<200,15,existing_dues_cleared_for_now,repairs,1514,100=<_and_<500,1=<_and_<4,4,male-single,guarantor,2,real_estate,22,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,24,existing_dues_cleared_for_now,car (new),7393,<100,1=<_and_<4,1,male-single,none,4,building society/savings agreement/life insurance,43,none,own,1,unskilled-resident,2,no,no,good
<0,24,all_dues_atbank_cleared,car (new),1193,<100,unemployed,1,female-divorced/separated/married,co-applicant,4,unknown/no_property,29,none,rent,2,unemployed/unskilled-non_resident,1,no,no,bad
<0,60,existing_dues_cleared_for_now,business,7297,<100,>7,4,male-single,co-applicant,4,unknown/no_property,36,none,rent,1,skilled_employee/official,1,no,no,bad
no_checking_account,30,critical_account,radio/television,2831,<100,1=<_and_<4,4,female-divorced/separated/married,none,2,car or other,33,none,own,1,skilled_employee/official,1,yes,no,good
>200,24,existing_dues_cleared_for_now,radio/television,1258,500=<_and_<1000,1=<_and_<4,3,female-divorced/separated/married,none,3,car or other,57,none,own,1,unskilled-resident,1,no,no,good
0=<_and_<200,6,existing_dues_cleared_for_now,radio/television,753,<100,1=<_and_<4,2,female-divorced/separated/married,guarantor,3,real_estate,64,none,own,1,skilled_employee/official,1,no,no,good
no_checking_account,24,delay_in_paying_off,car (new),2538,<100,>7,4,male-single,none,4,car or other,47,none,own,2,unskilled-resident,2,no,no,bad
0=<_and_<200,15,all_dues_atbank_cleared,car (new),1264,100=<_and_<500,1=<_and_<4,2,male-married/widowed,none,2,building society/savings agreement/life insurance,25,none,rent,1,skilled_employee/official,1,no,no,bad
0=<_and_<200,30,critical_account,furniture/equipment,8386,<100,4=<_and_<7,2,male-single,none,2,building society/savings agreement/life insurance,49,none,own,1,skilled_employee/official,1,no,no,bad
no_checking_account,48,existing_dues_cleared_for_now,business,4844,<100,unemployed,3,male-single,none,2,car or other,33,bank,rent,1,management/self-employed/highly_qualified/officer,1,yes,no,bad
>200,21,existing_dues_cleared_for_now,car (new),2923,100=<_and_<500,1=<_and_<4,1,female-divorced/separated/married,none,1,car or other,28,bank,own,1,management/self-employed/highly_qualified/officer,1,yes,no,good
<0,15,critical_account,furniture/equipment,1433,<100,1=<_and_<4,4,female-divorced/separated/married,none,3,building society/savings agreement/life insurance,25,none,rent,2,skilled_employee/official,1,no,no,good
no_checking_account,13,existing_dues_cleared_for_now,radio/television,1409,100=<_and_<500,unemployed,2,female-divorced/separated/married,none,4,real_estate,64,none,own,1,skilled_employee/official,1,no,no,good
<0,24,existing_dues_cleared_for_now,car (used),6579,<100,unemployed,4,male-single,none,2,unknown/no_property,29,none,for_free,1,management/self-employed/highly_qualified/officer,1,yes,no,good
0=<_and_<200,24,critical_account,radio/television,1743,<100,>7,4,male-single,none,2,building society/savings agreement/life insurance,48,none,own,2,unskilled-resident,1,no,no,good
